transaction_id,customer_id,amount,payment_method,location,device_type,new_device,location_change,transactions_last_hour,account_age_days,previous_fraud_count,fraud
TXN102170,CUST4316,3021.77,Card,Kolkata,Mobile,0,0,0,484,1,0
TXN102171,CUST2353,2368.21,UPI,Bangalore,Tablet,0,0,1,476,0,0
TXN102172,CUST4106,2215.57,Card,Pune,Mobile,0,0,2,1470,0,0
TXN102173,CUST1494,4266.51,Card,Kolkata,Mobile,0,0,3,262,3,0
TXN102174,CUST4200,5586.26,Card,Delhi,Tablet,0,0,0,79,0,0
TXN102175,CUST3669,1631.44,NetBanking,Delhi,Mobile,0,0,1,475,0,0
TXN102176,CUST3612,1867.96,Card,Chennai,Mobile,0,0,4,391,0,0
TXN102177,CUST3973,1375.89,Card,Bangalore,Mobile,0,0,3,136,0,0
TXN102178,CUST2339,3353.14,UPI,Hyderabad,Mobile,0,0,2,158,0,0
TXN102179,CUST4088,7978.02,Card,Bangalore,Mobile,0,0,1,513,0,0
TXN102180,CUST4257,4573.72,Card,Mumbai,Mobile,0,0,3,796,3,0
TXN102181,CUST4862,8956.53,Card,Delhi,Mobile,1,0,1,59,0,0
TXN102182,CUST4252,6612.02,UPI,Hyderabad,Mobile,0,0,2,1875,0,0
TXN102183,CUST4245,7951.79,Card,Pune,Mobile,1,1,3,301,0,1
TXN102184,CUST3664,2757.07,UPI,Hyderabad,Mobile,0,0,0,513,1,0
TXN102185,CUST1768,10650.32,UPI,Mumbai,Mobile,0,0,0,356,0,0
TXN102186,CUST1359,149.73,Card,Chennai,Mobile,0,0,0,546,0,0
TXN102187,CUST4990,5866.95,Card,Delhi,Tablet,0,0,0,302,0,0
TXN102188,CUST3236,2549.25,UPI,Mumbai,Mobile,0,0,1,376,0,0
TXN102189,CUST2469,10725.03,UPI,Kolkata,Desktop,0,0,0,544,0,0
TXN102190,CUST2179,13460.31,Card,Mumbai,Mobile,0,0,1,243,0,0
TXN102191,CUST4902,12049.48,Card,Mumbai,Mobile,0,0,2,162,0,0
TXN102192,CUST4818,7633.62,Card,Hyderabad,Desktop,1,1,0,66,1,0
TXN102193,CUST1626,2759.74,UPI,Bangalore,Mobile,0,0,1,708,0,0
TXN102194,CUST2049,11803.69,Card,Hyderabad,Desktop,1,0,0,49,0,0
TXN102195,CUST4671,4825.08,UPI,Pune,Desktop,0,1,0,241,0,0
TXN102196,CUST3925,1405.8,Card,Bangalore,Desktop,0,1,0,1689,0,0
TXN102197,CUST3736,15728.97,Card,Kolkata,Tablet,0,0,2,288,3,1
TXN102198,CUST4897,11176.24,Wallet,Bangalore,Mobile,0,0,0,608,0,0
TXN102199,CUST1948,3388.48,Card,Hyderabad,Mobile,0,0,2,11,0,0
TXN102200,CUST1168,1852.99,NetBanking,Hyderabad,Mobile,0,0,0,241,0,0
TXN102201,CUST2578,7706.74,UPI,Delhi,Mobile,0,0,1,529,0,0
TXN102202,CUST4313,27298.99,UPI,Kolkata,Desktop,0,0,0,820,0,1
TXN102203,CUST4107,2831.59,Card,Kolkata,Desktop,0,0,0,69,0,0
TXN102204,CUST3112,4712.9,Wallet,Chennai,Mobile,0,0,2,359,0,0
TXN102205,CUST3669,1372.38,Card,Chennai,Desktop,0,0,2,7,0,0
TXN102206,CUST3463,578.94,UPI,Hyderabad,Desktop,0,0,5,131,0,0
TXN102207,CUST4817,1844.38,UPI,Bangalore,Mobile,0,0,0,417,0,0
TXN102208,CUST2419,2458.66,NetBanking,Jaipur,Mobile,0,0,2,70,0,0
TXN102209,CUST4278,18526.95,NetBanking,Pune,Mobile,0,0,2,636,0,0
TXN102210,CUST2438,1787.35,Card,Kolkata,Mobile,0,0,3,138,0,0
TXN102211,CUST4663,653.87,UPI,Delhi,Desktop,1,0,3,545,0,0
TXN102212,CUST3339,7258.01,UPI,Delhi,Mobile,0,0,0,101,0,0
TXN102213,CUST3711,1177.04,NetBanking,Kolkata,Desktop,0,0,1,428,0,0
TXN102214,CUST2021,3434.56,NetBanking,Bangalore,Desktop,0,0,0,90,0,0
TXN102215,CUST2732,3965.16,NetBanking,Jaipur,Tablet,1,0,1,188,0,0
TXN102216,CUST4487,10114.92,UPI,Kolkata,Desktop,0,0,1,491,0,0
TXN102217,CUST2462,3450.39,Card,Hyderabad,Desktop,1,0,0,89,0,0
TXN102218,CUST3955,3823.06,Card,Kolkata,Mobile,1,1,1,48,1,0
TXN102219,CUST1793,10333.3,UPI,Bangalore,Desktop,0,0,1,1018,0,0
TXN102220,CUST4096,797.28,UPI,Chennai,Mobile,0,0,0,2335,0,0
TXN102221,CUST2781,582.36,Card,Jaipur,Desktop,0,0,0,75,0,0
TXN102222,CUST1391,13795.75,Card,Delhi,Mobile,0,1,2,196,0,0
TXN102223,CUST1117,9420.87,UPI,Hyderabad,Mobile,0,0,1,43,0,0
TXN102224,CUST1292,5645.73,Card,Chennai,Desktop,0,0,0,480,0,0
TXN102225,CUST1868,4598.83,UPI,Pune,Desktop,0,0,3,747,0,1
TXN102226,CUST1899,7320.66,UPI,Kolkata,Mobile,0,0,1,1053,0,0
TXN102227,CUST2514,1317.35,UPI,Chennai,Mobile,0,0,0,189,0,0
TXN102228,CUST4030,1912.16,UPI,Chennai,Mobile,0,0,2,69,0,0
TXN102229,CUST3280,1817.62,Card,Bangalore,Mobile,0,1,0,33,0,0
TXN102230,CUST3295,1530.89,NetBanking,Chennai,Desktop,0,0,0,165,0,0
TXN102231,CUST4778,2888.44,UPI,Bangalore,Desktop,0,0,1,130,0,0
TXN102232,CUST4740,2388.78,Wallet,Pune,Desktop,0,0,5,1032,0,0
TXN102233,CUST3823,9771.05,Card,Pune,Mobile,0,0,0,417,0,0
TXN102234,CUST4108,1355.07,UPI,Bangalore,Tablet,0,0,1,307,1,0
TXN102235,CUST2817,1622.39,Wallet,Delhi,Tablet,0,0,3,783,0,0
TXN102236,CUST2922,11303.97,Wallet,Chennai,Mobile,1,1,2,57,3,1
TXN102237,CUST4763,2395.81,Card,Bangalore,Mobile,1,0,1,246,0,0
TXN102238,CUST2186,190.41,NetBanking,Bangalore,Mobile,0,0,1,141,0,0
TXN102239,CUST2736,48999.46,Card,Hyderabad,Mobile,0,0,2,1366,0,0
TXN102240,CUST3797,1523.03,Card,Chennai,Desktop,0,0,1,92,3,1
TXN102241,CUST1501,10791.33,Card,Delhi,Desktop,0,0,2,241,1,1
TXN102242,CUST1584,74848.93,UPI,Bangalore,Mobile,0,0,0,31,0,0
TXN102243,CUST2175,25161.8,Card,Delhi,Desktop,0,0,0,103,0,0
TXN102244,CUST1840,1077.31,Card,Pune,Desktop,0,0,1,510,0,0
TXN102245,CUST4648,2205.3,Card,Jaipur,Desktop,0,0,3,20,0,0
TXN102246,CUST2404,43377.12,Card,Jaipur,Tablet,0,0,2,30,0,0
TXN102247,CUST2203,3540.18,UPI,Mumbai,Mobile,0,1,1,15,2,1
TXN102248,CUST2790,1381.04,Wallet,Hyderabad,Mobile,0,0,0,89,0,1
TXN102249,CUST3749,4919.41,Card,Jaipur,Mobile,0,0,1,325,0,0
TXN102250,CUST1977,4532.74,Card,Jaipur,Desktop,0,0,0,176,0,0
TXN102251,CUST1532,3049.57,UPI,Delhi,Tablet,0,0,3,290,0,0
TXN102252,CUST4794,6660.36,Wallet,Bangalore,Mobile,0,0,0,79,0,0
TXN102253,CUST1923,688.79,Card,Chennai,Mobile,0,0,1,800,0,0
TXN102254,CUST1215,12072.6,UPI,Mumbai,Mobile,0,0,0,96,0,0
TXN102255,CUST3348,962.96,NetBanking,Jaipur,Mobile,0,0,0,2444,0,0
TXN102256,CUST4905,8278.64,UPI,Pune,Mobile,0,0,0,355,0,0
TXN102257,CUST3640,8244.89,NetBanking,Chennai,Mobile,0,0,2,522,0,0
TXN102258,CUST4842,1693.71,Card,Kolkata,Desktop,0,0,2,232,1,0
TXN102259,CUST4357,7673.22,Card,Kolkata,Tablet,0,0,0,1012,1,1
TXN102260,CUST2852,5210.88,Wallet,Mumbai,Mobile,0,0,2,139,0,0
TXN102261,CUST2558,2699.91,UPI,Pune,Mobile,0,0,3,591,1,0
TXN102262,CUST4753,4410.12,UPI,Bangalore,Desktop,0,0,2,115,0,0
TXN102263,CUST1141,19600.37,NetBanking,Delhi,Desktop,0,0,2,704,0,0
TXN102264,CUST1393,557.98,UPI,Chennai,Desktop,0,0,2,919,0,0
TXN102265,CUST3839,17854.18,Card,Mumbai,Mobile,0,0,1,82,0,0
TXN102266,CUST1203,2854.01,UPI,Jaipur,Mobile,0,0,3,180,0,0
TXN102267,CUST4387,788.33,Card,Jaipur,Mobile,0,0,0,245,0,0
TXN102268,CUST2921,12451.9,Wallet,Bangalore,Mobile,0,0,1,446,0,0
TXN102269,CUST2850,12499.15,UPI,Hyderabad,Mobile,0,0,0,1308,0,0
TXN102270,CUST2871,2100.37,UPI,Chennai,Mobile,0,0,0,195,0,1
TXN102271,CUST2187,969.53,Card,Hyderabad,Mobile,0,0,3,329,0,0
TXN102272,CUST4195,7389.29,Card,Jaipur,Desktop,0,0,2,1476,0,0
TXN102273,CUST2998,2775.47,UPI,Chennai,Mobile,0,0,2,785,1,0
TXN102274,CUST2534,11105.03,Card,Jaipur,Desktop,0,0,0,868,0,0
TXN102275,CUST2684,6538.76,NetBanking,Mumbai,Mobile,0,0,1,468,0,0
TXN102276,CUST2584,3800.67,Card,Chennai,Mobile,0,0,0,88,0,0
TXN102277,CUST2809,10013.77,UPI,Chennai,Mobile,0,0,1,700,0,0
TXN102278,CUST3880,4710.54,NetBanking,Kolkata,Mobile,0,0,1,731,0,0
TXN102279,CUST1977,2147.04,Card,Mumbai,Mobile,0,0,3,598,0,0
TXN102280,CUST1990,10255.72,Card,Hyderabad,Mobile,0,0,0,185,0,0
TXN102281,CUST2614,9880.07,Card,Kolkata,Mobile,0,0,1,85,0,0
TXN102282,CUST4602,1636.31,Card,Bangalore,Mobile,0,0,0,464,0,0
TXN102283,CUST4768,10760.01,UPI,Jaipur,Mobile,0,0,0,291,0,0
TXN102284,CUST4907,8701.58,UPI,Chennai,Desktop,0,0,2,298,0,0
TXN102285,CUST2014,11577.73,Card,Chennai,Mobile,1,0,2,143,0,0
TXN102286,CUST1620,1240.35,Card,Pune,Desktop,0,0,1,478,2,0
TXN102287,CUST1579,3732.78,Card,Hyderabad,Mobile,1,1,2,1061,0,1
TXN102288,CUST3267,5586.63,Card,Kolkata,Mobile,0,0,2,634,1,0
TXN102289,CUST4742,2379.48,Card,Delhi,Mobile,0,0,2,774,0,0
TXN102290,CUST3248,6981.18,UPI,Kolkata,Mobile,0,0,1,277,0,0
TXN102291,CUST3121,2619.98,Card,Hyderabad,Mobile,0,0,2,154,1,0
TXN102292,CUST2886,3901.18,Card,Delhi,Mobile,0,0,2,580,0,0
TXN102293,CUST4713,2929.27,NetBanking,Mumbai,Mobile,0,0,1,224,0,0
TXN102294,CUST2564,5927.5,Card,Mumbai,Mobile,0,0,1,273,0,0
TXN102295,CUST1286,4819.3,UPI,Hyderabad,Desktop,1,0,2,23,0,0
TXN102296,CUST2103,3153.72,NetBanking,Bangalore,Mobile,0,0,1,269,0,0
TXN102297,CUST3127,1446.3,Card,Bangalore,Mobile,1,1,2,502,0,1
TXN102298,CUST2308,5063.17,Card,Mumbai,Tablet,0,0,1,316,1,0
TXN102299,CUST2576,1982.99,UPI,Pune,Mobile,0,1,1,1122,0,0
TXN102300,CUST2630,5643.36,Wallet,Delhi,Mobile,0,0,0,110,1,0
TXN102301,CUST2017,996.33,Card,Bangalore,Tablet,0,0,1,222,0,0
TXN102302,CUST1181,1177.78,Card,Kolkata,Mobile,1,0,4,82,0,0
TXN102303,CUST3251,4937.28,UPI,Chennai,Mobile,0,0,1,434,0,0
TXN102304,CUST2037,529.66,NetBanking,Mumbai,Desktop,0,0,1,268,0,0
TXN102305,CUST1721,2807.84,NetBanking,Pune,Tablet,0,0,1,332,0,0
TXN102306,CUST1940,1405.9,Card,Delhi,Mobile,0,0,1,50,0,0
TXN102307,CUST3555,2997.6,Wallet,Mumbai,Desktop,1,1,0,54,0,0
TXN102308,CUST1787,6428.47,Card,Kolkata,Mobile,0,0,2,481,0,0
TXN102309,CUST1635,4467.51,NetBanking,Jaipur,Mobile,1,1,2,656,3,1
TXN102310,CUST2318,2878.7,NetBanking,Delhi,Desktop,1,0,3,121,0,0
TXN102311,CUST1122,3656.74,Card,Kolkata,Desktop,0,0,1,88,0,0
TXN102312,CUST4563,2596.4,Wallet,Jaipur,Desktop,0,0,0,128,2,0
TXN102313,CUST1578,1617.62,Card,Mumbai,Mobile,0,0,2,2,0,0
TXN102314,CUST3425,1693.53,Card,Hyderabad,Desktop,0,0,1,229,0,0
TXN102315,CUST3991,68667.7,UPI,Kolkata,Mobile,0,0,2,69,1,1
TXN102316,CUST3349,1305.24,Card,Pune,Mobile,0,0,3,197,0,0
TXN102317,CUST3640,6450.9,Wallet,Mumbai,Mobile,0,0,2,431,0,0
TXN102318,CUST3239,6019.7,Card,Mumbai,Mobile,0,0,4,225,0,0
TXN102319,CUST2840,68619.0,UPI,Kolkata,Mobile,0,0,0,262,0,0
TXN102320,CUST4949,654.84,UPI,Chennai,Mobile,0,0,1,39,0,0
TXN102321,CUST3209,1383.98,Card,Kolkata,Desktop,0,0,1,564,0,0
TXN102322,CUST1980,6092.72,Wallet,Bangalore,Mobile,0,0,0,222,0,0
TXN102323,CUST3304,3920.75,Card,Hyderabad,Tablet,0,0,1,605,0,0
TXN102324,CUST1685,13290.54,UPI,Kolkata,Mobile,0,0,1,839,0,0
TXN102325,CUST1299,1267.37,NetBanking,Hyderabad,Mobile,0,0,0,447,0,0
TXN102326,CUST1963,765.49,UPI,Pune,Mobile,0,0,1,453,0,0
TXN102327,CUST2220,1288.25,Wallet,Pune,Mobile,0,0,4,69,0,0
TXN102328,CUST4412,1518.9,UPI,Chennai,Mobile,1,1,2,10,0,1
TXN102329,CUST3667,1336.51,UPI,Jaipur,Tablet,1,0,3,48,0,0
TXN102330,CUST3573,7234.15,UPI,Delhi,Mobile,0,0,3,445,0,0
TXN102331,CUST4552,696.21,Card,Pune,Mobile,0,0,0,1789,0,0
TXN102332,CUST3931,8218.02,Card,Bangalore,Mobile,0,0,0,409,0,0
TXN102333,CUST2664,16656.99,UPI,Pune,Mobile,0,0,1,502,0,1
TXN102334,CUST4378,29293.64,UPI,Kolkata,Mobile,0,0,2,1179,0,0
TXN102335,CUST2109,1544.25,Wallet,Pune,Mobile,0,1,1,1304,1,0
TXN102336,CUST2156,4746.63,UPI,Pune,Desktop,0,0,0,242,1,0
TXN102337,CUST4859,2260.82,NetBanking,Pune,Mobile,1,0,0,263,0,0
TXN102338,CUST4050,3927.62,Card,Chennai,Mobile,0,0,0,249,0,0
TXN102339,CUST3369,2143.9,UPI,Hyderabad,Mobile,0,0,0,504,1,0
TXN102340,CUST2196,63802.21,UPI,Jaipur,Desktop,0,0,3,127,0,0
TXN102341,CUST3701,746.99,UPI,Chennai,Mobile,0,0,0,621,0,0
TXN102342,CUST4054,4786.73,Card,Delhi,Mobile,0,0,0,167,0,0
TXN102343,CUST1901,315.5,Card,Kolkata,Desktop,0,0,2,137,0,0
TXN102344,CUST4044,2343.87,Card,Pune,Mobile,0,0,1,122,0,0
TXN102345,CUST1123,43122.39,UPI,Mumbai,Mobile,0,0,2,436,0,1
TXN102346,CUST3029,4487.12,Card,Kolkata,Desktop,0,0,1,1041,0,0
TXN102347,CUST1295,5063.93,Card,Chennai,Mobile,0,0,2,180,0,0
TXN102348,CUST2643,3120.31,UPI,Delhi,Mobile,0,0,0,318,1,0
TXN102349,CUST2501,2573.13,UPI,Pune,Mobile,0,0,0,310,0,0
TXN102350,CUST2422,3836.5,Wallet,Delhi,Mobile,0,0,1,351,0,1
TXN102351,CUST1538,6145.89,Card,Bangalore,Mobile,0,0,0,824,0,0
TXN102352,CUST4768,13142.24,Wallet,Bangalore,Tablet,0,0,1,373,0,0
TXN102353,CUST4528,20628.13,Card,Hyderabad,Mobile,0,0,0,752,0,0
TXN102354,CUST4741,1157.72,Card,Delhi,Mobile,0,1,0,541,3,1
TXN102355,CUST2427,1134.2,Card,Jaipur,Desktop,1,0,1,18,3,1
TXN102356,CUST4333,847.99,Card,Kolkata,Mobile,0,0,2,57,1,1
TXN102357,CUST2278,2494.27,UPI,Jaipur,Desktop,0,0,1,573,0,0
TXN102358,CUST3801,19171.69,Card,Chennai,Mobile,0,0,1,21,0,0
TXN102359,CUST3855,7279.07,Card,Pune,Mobile,0,0,2,1093,1,1
TXN102360,CUST4291,1432.54,Card,Hyderabad,Mobile,0,0,0,117,0,0
TXN102361,CUST4551,7778.05,Card,Chennai,Desktop,0,0,0,390,0,0
TXN102362,CUST2570,1582.01,Card,Chennai,Mobile,1,0,1,29,0,0
TXN102363,CUST1063,993.24,Card,Hyderabad,Desktop,0,0,1,402,0,0
TXN102364,CUST4559,1179.78,UPI,Hyderabad,Mobile,0,0,2,204,0,0
TXN102365,CUST1934,3168.79,Card,Kolkata,Mobile,0,0,0,126,0,0
TXN102366,CUST2915,6741.04,NetBanking,Delhi,Mobile,0,0,0,488,0,0
TXN102367,CUST4566,3409.8,Card,Chennai,Desktop,0,0,3,255,0,0
TXN102368,CUST4660,6432.06,UPI,Chennai,Mobile,0,0,2,327,0,0
TXN102369,CUST2450,5262.55,Card,Mumbai,Mobile,0,0,2,563,0,0
TXN102370,CUST2561,18603.73,UPI,Jaipur,Mobile,0,0,2,436,1,0
TXN102371,CUST4338,2763.25,Wallet,Jaipur,Mobile,0,0,0,456,0,0
TXN102372,CUST2985,11024.95,Card,Bangalore,Mobile,0,1,0,88,1,0
TXN102373,CUST1966,3687.77,NetBanking,Bangalore,Desktop,0,1,2,700,0,1
TXN102374,CUST4847,2807.09,UPI,Pune,Tablet,0,0,0,341,0,0
TXN102375,CUST1575,14978.17,UPI,Bangalore,Desktop,1,0,1,787,0,0
TXN102376,CUST4557,172.93,NetBanking,Pune,Desktop,1,1,3,197,0,0
TXN102377,CUST4556,2901.08,UPI,Hyderabad,Desktop,0,0,1,47,2,0
TXN102378,CUST4891,1655.22,Card,Kolkata,Desktop,0,0,2,424,0,0
TXN102379,CUST3086,4342.89,Card,Kolkata,Mobile,1,0,3,120,0,0
TXN102380,CUST1952,1779.03,Card,Kolkata,Desktop,0,0,1,1304,0,0
TXN102381,CUST3971,6680.75,Card,Kolkata,Mobile,0,0,2,64,1,0
TXN102382,CUST3697,15259.47,Card,Delhi,Desktop,0,0,0,691,0,0
TXN102383,CUST1603,1182.48,NetBanking,Delhi,Tablet,0,0,2,203,0,0
TXN102384,CUST4441,7966.76,NetBanking,Kolkata,Mobile,1,0,0,13,0,1
TXN102385,CUST3842,4529.41,NetBanking,Chennai,Desktop,0,0,1,1889,0,0
TXN102386,CUST4482,621.86,Card,Hyderabad,Mobile,1,0,1,18,0,1
TXN102387,CUST4344,6406.01,UPI,Bangalore,Mobile,0,1,1,795,0,0
TXN102388,CUST2198,802.29,NetBanking,Pune,Tablet,1,0,2,483,0,0
TXN102389,CUST2753,4935.96,Card,Kolkata,Mobile,0,0,1,285,0,0
TXN102390,CUST2866,3215.16,UPI,Pune,Mobile,0,0,1,317,0,0
TXN102391,CUST3412,2751.73,Card,Chennai,Mobile,1,0,1,15,0,0
TXN102392,CUST1952,11562.76,Card,Pune,Tablet,1,0,0,13,0,0
TXN102393,CUST4854,8285.26,Card,Hyderabad,Mobile,0,0,0,922,0,0
TXN102394,CUST1064,2610.9,Card,Delhi,Mobile,0,0,3,108,0,0
TXN102395,CUST1742,2327.11,Card,Pune,Mobile,0,0,0,139,0,0
TXN102396,CUST3815,9464.95,Wallet,Delhi,Mobile,0,0,4,262,0,0
TXN102397,CUST2928,8701.0,Card,Delhi,Mobile,0,0,1,109,0,0
TXN102398,CUST1743,848.12,UPI,Mumbai,Mobile,0,0,2,519,0,0
TXN102399,CUST1175,1331.55,Card,Bangalore,Desktop,0,0,1,1588,0,0
TXN102400,CUST3629,2835.46,NetBanking,Chennai,Mobile,0,0,0,970,0,0
TXN102401,CUST4604,1431.56,NetBanking,Bangalore,Mobile,0,0,1,357,0,0
TXN102402,CUST2824,552.66,Wallet,Pune,Desktop,0,0,1,72,0,0
TXN102403,CUST4830,2647.66,NetBanking,Mumbai,Desktop,0,0,2,370,0,0
TXN102404,CUST4962,4654.21,NetBanking,Bangalore,Desktop,0,0,0,290,0,0
TXN102405,CUST4315,300.76,Card,Pune,Mobile,0,0,1,141,0,0
TXN102406,CUST2706,17681.77,Wallet,Delhi,Mobile,1,0,4,34,0,0
TXN102407,CUST2742,4223.92,UPI,Mumbai,Mobile,0,0,2,42,0,0
TXN102408,CUST1188,10504.29,UPI,Kolkata,Desktop,0,0,0,371,0,0
TXN102409,CUST4366,6691.15,UPI,Bangalore,Mobile,0,0,1,1566,0,0
TXN102410,CUST1251,1538.78,UPI,Mumbai,Mobile,1,0,0,9,0,0
TXN102411,CUST4405,3593.48,UPI,Delhi,Mobile,0,0,2,844,0,0
TXN102412,CUST2057,473.8,Wallet,Hyderabad,Mobile,0,0,2,344,1,0
TXN102413,CUST4286,1069.18,UPI,Mumbai,Tablet,0,0,0,1076,0,0
TXN102414,CUST2127,4411.04,UPI,Pune,Mobile,0,0,2,587,0,0
TXN102415,CUST2740,2376.37,UPI,Kolkata,Mobile,0,0,2,131,1,0
TXN102416,CUST1941,1517.99,Card,Mumbai,Mobile,1,0,0,122,0,0
TXN102417,CUST4096,1570.65,Card,Jaipur,Desktop,0,0,0,164,0,0
TXN102418,CUST2850,1783.21,UPI,Hyderabad,Mobile,0,0,1,122,0,0
TXN102419,CUST1392,4078.33,UPI,Chennai,Desktop,0,0,3,29,0,0
TXN102420,CUST1087,1672.72,NetBanking,Hyderabad,Mobile,0,0,1,65,1,0
TXN102421,CUST4079,4780.11,NetBanking,Mumbai,Mobile,0,0,3,845,1,0
TXN102422,CUST1588,8564.99,Card,Jaipur,Mobile,1,0,0,29,0,0
TXN102423,CUST1363,5050.86,UPI,Bangalore,Desktop,1,1,0,8,0,0
TXN102424,CUST4435,6885.63,Card,Kolkata,Desktop,0,0,2,752,0,0
TXN102425,CUST3676,11974.49,UPI,Kolkata,Tablet,0,0,0,348,0,0
TXN102426,CUST2477,4659.2,Card,Chennai,Tablet,0,0,1,130,0,0
TXN102427,CUST4855,1521.59,UPI,Mumbai,Mobile,0,0,3,34,0,0
TXN102428,CUST4409,7987.42,Card,Pune,Tablet,0,0,1,61,0,0
TXN102429,CUST4230,6602.99,Card,Mumbai,Mobile,0,0,1,83,0,0
TXN102430,CUST2420,2199.54,UPI,Bangalore,Desktop,0,0,0,366,0,0
TXN102431,CUST3790,572.45,UPI,Bangalore,Mobile,0,0,1,227,0,0
TXN102432,CUST1869,16545.78,Card,Pune,Mobile,0,0,2,75,0,0
TXN102433,CUST1498,11185.91,NetBanking,Bangalore,Mobile,0,0,3,220,3,1
TXN102434,CUST1916,6096.69,Wallet,Kolkata,Mobile,0,0,1,6,0,0
TXN102435,CUST2563,3182.19,UPI,Bangalore,Mobile,1,1,3,36,1,1
TXN102436,CUST1071,118.88,Card,Kolkata,Desktop,0,0,3,432,0,0
TXN102437,CUST4648,2316.31,Card,Hyderabad,Desktop,1,0,3,216,0,0
TXN102438,CUST4633,22705.47,Card,Chennai,Mobile,1,1,0,203,0,0
TXN102439,CUST4071,5157.59,UPI,Delhi,Desktop,0,0,1,721,2,0
TXN102440,CUST3657,1290.66,Card,Pune,Mobile,0,1,1,68,0,0
TXN102441,CUST3906,1125.35,Card,Bangalore,Mobile,0,0,1,205,0,0
TXN102442,CUST4197,1061.65,NetBanking,Delhi,Mobile,0,0,1,12,0,0
TXN102443,CUST4158,4066.74,UPI,Hyderabad,Desktop,1,1,1,802,0,0
TXN102444,CUST1089,3978.17,UPI,Chennai,Desktop,1,0,2,961,0,0
TXN102445,CUST3077,2013.81,Card,Kolkata,Mobile,0,0,1,48,0,0
TXN102446,CUST2386,1638.39,UPI,Mumbai,Mobile,0,1,0,31,0,0
TXN102447,CUST4777,1398.81,Card,Chennai,Desktop,0,0,2,67,0,0
TXN102448,CUST2741,1202.92,Card,Chennai,Mobile,0,0,0,153,0,0
TXN102449,CUST3140,5928.86,Card,Kolkata,Mobile,0,0,2,575,0,0
TXN102450,CUST4640,807.29,NetBanking,Mumbai,Desktop,0,0,1,965,0,0
TXN102451,CUST1376,3512.96,Card,Pune,Tablet,0,0,2,358,0,0
TXN102452,CUST3574,7218.36,Wallet,Pune,Mobile,0,0,2,563,0,0
TXN102453,CUST2413,5319.04,Card,Kolkata,Mobile,0,1,1,92,0,0
TXN102454,CUST1776,1325.16,Card,Delhi,Desktop,0,0,1,183,1,1
TXN102455,CUST2853,1719.04,UPI,Mumbai,Desktop,0,0,2,243,0,0
TXN102456,CUST4705,1059.77,Card,Chennai,Desktop,0,0,2,228,0,0
TXN102457,CUST1243,2631.31,Card,Mumbai,Tablet,0,1,0,123,0,0
TXN102458,CUST2222,10519.14,UPI,Mumbai,Mobile,0,0,2,261,1,0
TXN102459,CUST4390,4434.75,Wallet,Chennai,Desktop,0,0,2,827,0,0
TXN102460,CUST1551,5208.54,UPI,Mumbai,Mobile,0,1,1,300,0,0
TXN102461,CUST3851,737.28,Card,Pune,Desktop,1,0,0,9,0,0
TXN102462,CUST2186,21109.74,Card,Jaipur,Mobile,0,0,1,1035,0,0
TXN102463,CUST4354,11161.21,NetBanking,Hyderabad,Mobile,0,0,2,256,0,0
TXN102464,CUST3942,1022.68,Card,Bangalore,Mobile,0,0,1,231,0,0
TXN102465,CUST1667,1267.18,Card,Jaipur,Mobile,0,0,2,704,0,0
TXN102466,CUST4644,10616.82,UPI,Chennai,Mobile,0,0,1,106,0,0
TXN102467,CUST2552,5248.78,Card,Delhi,Desktop,0,0,1,106,3,1
TXN102468,CUST1125,787.92,UPI,Pune,Tablet,0,0,1,777,0,0
TXN102469,CUST1459,741.81,UPI,Chennai,Mobile,0,0,0,532,0,0
TXN102470,CUST3248,3302.88,UPI,Jaipur,Mobile,0,0,0,230,1,0
TXN102471,CUST3103,4535.6,Card,Bangalore,Mobile,1,1,0,377,1,0
TXN102472,CUST1751,785.29,NetBanking,Pune,Tablet,0,0,1,820,0,0
TXN102473,CUST2232,3757.67,Card,Hyderabad,Desktop,0,0,0,751,0,1
TXN102474,CUST1620,1350.89,Card,Delhi,Mobile,0,0,3,233,0,0
TXN102475,CUST3324,925.53,NetBanking,Hyderabad,Tablet,0,0,4,347,0,0
TXN102476,CUST2901,5436.15,Card,Jaipur,Desktop,0,0,1,76,0,0
TXN102477,CUST2699,3551.29,Card,Jaipur,Desktop,0,0,0,586,0,0
TXN102478,CUST4555,1225.46,Card,Chennai,Mobile,0,0,0,244,1,0
TXN102479,CUST1420,2943.78,UPI,Jaipur,Mobile,1,0,5,27,1,0
TXN102480,CUST2156,4597.92,UPI,Jaipur,Desktop,1,1,0,49,0,0
TXN102481,CUST2317,952.96,UPI,Pune,Mobile,0,0,0,243,0,0
TXN102482,CUST1902,2798.77,Card,Kolkata,Desktop,0,0,3,372,0,0
TXN102483,CUST4899,483.7,Card,Jaipur,Mobile,0,0,0,2054,0,0
TXN102484,CUST2481,1177.47,Wallet,Pune,Desktop,0,0,1,118,0,0
TXN102485,CUST4306,5931.36,NetBanking,Kolkata,Mobile,0,0,0,75,1,0
TXN102486,CUST3186,1915.45,Wallet,Delhi,Mobile,0,0,0,492,0,0
TXN102487,CUST3681,2042.09,Card,Kolkata,Mobile,0,0,0,7,0,0
TXN102488,CUST4116,455.59,Card,Hyderabad,Desktop,0,0,3,551,0,0
TXN102489,CUST3941,1784.76,Card,Mumbai,Desktop,0,1,0,75,0,0
